Amendments,Approved CommonName,BestHarvest,BestPlantingDates,ColorRGB,CommonName,Cultivar,Description,Emoji,Family,FruitName,Genus,GreenhouseInstructions,GrowingAdvice,GrowingDays,Harvest,OptimalZones,Pests,Ripeness,SoilConditions,SoilInfo,TransplantAge,USDAZoneList,WeatherTolerance,ioscolor
Incorporate compost at bed prep; side‑dress N for heavy feeders; keep steady moisture.,Head Lettuce (Generic),"{""2"": [1, 2, 3, 4, 5, 6, 7, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""3"": [1, 2, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""4"": [1, 2, 3, 4, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""5"": [1, 2, 3, 4, 5, 6, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""6"": [1, 2, 3, 4, 5, 6, 7, 8, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""7"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 45, 46, 47, 48, 49, 50, 51, 52], ""8"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 47, 48, 49, 50, 51, 52], ""9"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 49, 50, 51, 52]}","{""2"": [12, 13, 14, 15, 16, 17, 34, 35, 36, 37, 38, 39], ""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44], ""9"": [4, 5, 6, 7, 8, 9, 41, 42, 43, 44, 45, 46]}","150,200,110",Head Lettuce (Generic),Head Lettuce (Generic),"Generic Head Lettuce entry aggregating common traits across cultivars. Best performers: Romaine, Iceberg, Great Lakes.",🥬,Asteraceae,Head Lettuce,Lactuca,Start indoors if season is short; harden off; protect from late frost.,"Plant following local frost dates; ensure consistent moisture and fertility. Notable cultivars: Romaine, Iceberg, Great Lakes.",56-140,Cut when heads are firm/dense; cool promptly.,2-9,Common pests vary by crop; scout weekly; use IPM and sanitation.,"Heads tight, cool & heavy; avoid tipburn/splitting.",Drain Water,"Fertile, well‑drained loam; organic matter 3–5%; pH 6.0–7.0 (crop‑specific tolerances apply).",,"[2, 3, 4, 5, 6, 7, 8, 9]","Cool,Cold,Wet",Produce_150_200_110
Incorporate compost at bed prep; side‑dress N for heavy feeders; keep steady moisture.,Melon (Generic),"{""4"": [36, 37, 38, 39, 40, 41, 42, 43], ""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34]}","{""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14]}","235,210,160",Melon (Generic),Melon (Generic),"Generic Melon entry aggregating common traits across cultivars. Best performers: Cantaloupe, Honeydew, Watermelon.",🍈,Cucurbitaceae,Melon,Cucumis,Start indoors if season is short; harden off; protect from late frost.,"Plant following local frost dates; ensure consistent moisture and fertility. Notable cultivars: Cantaloupe, Honeydew, Watermelon.",112-140,Cantaloupe slips; honeydew waxy bloom; watermelon ground spot yellow.,4-9,Common pests vary by crop; scout weekly; use IPM and sanitation.,Cantaloupe full net & aroma; honeydew waxy bloom; watermelon yellow ground spot + dry tendril.,Drain Water,"Fertile, well‑drained loam; organic matter 3–5%; pH 6.0–7.0 (crop‑specific tolerances apply).",,"[4, 5, 6, 7, 8, 9]","Hot,Drought,Dry,Tropical",CucumbermelonBostonpickling235210160
Incorporate compost at bed prep; side‑dress N for heavy feeders; keep steady moisture.,Summer Squash (Generic),"{""4"": [36, 37, 38, 39, 40, 41, 42, 43], ""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34]}","{""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14]}","235,155,60",Summer Squash (Generic),Summer Squash (Generic),"Generic Summer Squash entry aggregating common traits across cultivars. Best performers: Zucchini, Yellow Crookneck, Patty Pan.",🎃,Cucurbitaceae,Summer Squash,Cucurbita,Start indoors if season is short; harden off; protect from late frost.,"Plant following local frost dates; ensure consistent moisture and fertility. Notable cultivars: Zucchini, Yellow Crookneck, Patty Pan.",112-140,Pick young and tender with glossy skin; frequent harvest.,4-9,Common pests vary by crop; scout weekly; use IPM and sanitation.,Tender skin marks with thumbnail; seeds soft.,Drain Water,"Fertile, well‑drained loam; organic matter 3–5%; pH 6.0–7.0 (crop‑specific tolerances apply).",,"[4, 5, 6, 7, 8, 9]","Hot,Drought,Dry,Tropical",Produce_235_155_60
Incorporate compost at bed prep; side‑dress N for heavy feeders; keep steady moisture.,Winter Squash (Generic),"{""4"": [36, 37, 38, 39, 40, 41, 42, 43], ""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34]}","{""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14]}","247,118,30",Winter Squash (Generic),Winter Squash (Generic),"Generic Winter Squash entry aggregating common traits across cultivars. Best performers: Butternut, Acorn, Hubbard.",🎃,Cucurbitaceae,Winter Squash,Cucurbita,Start indoors if season is short; harden off; protect from late frost.,"Plant following local frost dates; ensure consistent moisture and fertility. Notable cultivars: Butternut, Acorn, Hubbard.",112-140,Harvest when rind is hard and stem corky; cure 10–14 days.,4-9,Common pests vary by crop; scout weekly; use IPM and sanitation.,Hard rind; full varietal color; dry peduncle.,Drain Water,"Fertile, well‑drained loam; organic matter 3–5%; pH 6.0–7.0 (crop‑specific tolerances apply).",,"[4, 5, 6, 7, 8, 9]","Hot,Drought,Dry,Tropical",SquashpumpkinBigmax24711830
Incorporate compost at bed prep; side‑dress N for heavy feeders; keep steady moisture.,Green Beans (Generic),"{""3"": [38, 39, 40, 41, 42, 43, 44, 45], ""4"": [36, 37, 38, 39, 40, 41, 42, 43], ""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14]}","140,70,50",Green Beans (Generic),Green Beans (Generic),"Generic Green Beans entry aggregating common traits across cultivars. Best performers: Provider, Blue Lake, Top Crop.",🫘,Fabaceae,Green Beans,Phaseolus,Start indoors if season is short; harden off; protect from late frost.,"Plant following local frost dates; ensure consistent moisture and fertility. Notable cultivars: Provider, Blue Lake, Top Crop.",112-140,Pick when pods snap and seeds not bulging.,3-9,Common pests vary by crop; scout weekly; use IPM and sanitation.,Pods snap cleanly; no bulging seeds.,Drain Water,"Fertile, well‑drained loam; organic matter 3–5%; pH 6.0–7.0 (crop‑specific tolerances apply).",,"[3, 4, 5, 6, 7, 8, 9]","Hot,Drought,Dry,Tropical",Bean0863per1407050
Incorporate compost at bed prep; side‑dress N for heavy feeders; keep steady moisture.,Dry Beans (Generic),"{""3"": [38, 39, 40, 41, 42, 43, 44, 45], ""4"": [36, 37, 38, 39, 40, 41, 42, 43], ""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14]}","140,70,50",Dry Beans (Generic),Dry Beans (Generic),"Generic Dry Beans entry aggregating common traits across cultivars. Best performers: Pinto types, Black Turtle, Great Northern.",🫘,Fabaceae,Dry Beans,Phaseolus,Start indoors if season is short; harden off; protect from late frost.,"Plant following local frost dates; ensure consistent moisture and fertility. Notable cultivars: Pinto types, Black Turtle, Great Northern.",112-140,Harvest when pods are dry and rattle; finish drying before thresh.,3-9,Common pests vary by crop; scout weekly; use IPM and sanitation.,Pods fully dry; seeds hard and color set.,Drain Water,"Fertile, well‑drained loam; organic matter 3–5%; pH 6.0–7.0 (crop‑specific tolerances apply).",,"[3, 4, 5, 6, 7, 8, 9]","Hot,Drought,Dry,Tropical",Bean0863per1407050
Incorporate compost at bed prep; side‑dress N for heavy feeders; keep steady moisture.,Pea (Generic),"{""2"": [16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47], ""3"": [19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], ""4"": [17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44], ""5"": [16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46], ""6"": [14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48], ""7"": [12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50], ""8"": [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]}","{""2"": [12, 13, 14, 15, 16, 17, 34, 35, 36, 37, 38, 39], ""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44]}","120,190,100",Pea (Generic),Pea (Generic),"Generic Pea entry aggregating common traits across cultivars. Best performers: Sugar Snap, Wando, Little Marvel.",🫛,Fabaceae,Pea,Pisum,Start indoors if season is short; harden off; protect from late frost.,"Plant following local frost dates; ensure consistent moisture and fertility. Notable cultivars: Sugar Snap, Wando, Little Marvel.",28-56,Pick when pods are plump but tender; sugars decline with age.,2-8,Common pests vary by crop; scout weekly; use IPM and sanitation.,Pods filled but tender; sweet taste test.,Drain Water,"Fertile, well‑drained loam; organic matter 3–5%; pH 6.0–7.0 (crop‑specific tolerances apply).",,"[2, 3, 4, 5, 6, 7, 8]","Cool,Cold,Wet",PeaDesi120190100
Incorporate compost at bed prep; side‑dress N for heavy feeders; keep steady moisture.,Onion (Generic),"{""3"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46], ""4"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48], ""5"": [20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50], ""6"": [18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""7"": [1, 2, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 45, 46, 47, 48, 49, 50, 51, 52], ""8"": [1, 2, 3, 4, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 47, 48, 49, 50, 51, 52], ""9"": [1, 2, 3, 4, 5, 6, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 49, 50, 51, 52]}","{""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44], ""9"": [4, 5, 6, 7, 8, 9, 41, 42, 43, 44, 45, 46]}","222,195,150",Onion (Generic),Onion (Generic),"Generic Onion entry aggregating common traits across cultivars. Best performers: Sweet Spanish, Yellow Globe, Red Wethersfield.",🧅,Amaryllidaceae,Onion,Allium,Start indoors if season is short; harden off; protect from late frost.,"Plant following local frost dates; ensure consistent moisture and fertility. Notable cultivars: Sweet Spanish, Yellow Globe, Red Wethersfield.",56-84,Lift when tops fall and necks dry; cure 2–3 weeks airy/warm.,3-9,Common pests vary by crop; scout weekly; use IPM and sanitation.,"Necks tight, skins papery after curing.",Drain Water,"Fertile, well‑drained loam; organic matter 3–5%; pH 6.0–7.0 (crop‑specific tolerances apply).",,"[3, 4, 5, 6, 7, 8, 9]","Cool,Cold,Wet",Produce_222_195_150
Incorporate compost at bed prep; side‑dress N for heavy feeders; keep steady moisture.,Cabbage (Generic),"{""2"": [20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51], ""3"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46], ""4"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48], ""5"": [20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50], ""6"": [18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""7"": [1, 2, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 45, 46, 47, 48, 49, 50, 51, 52], ""8"": [1, 2, 3, 4, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 47, 48, 49, 50, 51, 52], ""9"": [1, 2, 3, 4, 5, 6, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 49, 50, 51, 52]}","{""2"": [12, 13, 14, 15, 16, 17, 34, 35, 36, 37, 38, 39], ""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44], ""9"": [4, 5, 6, 7, 8, 9, 41, 42, 43, 44, 45, 46]}","150,200,110",Cabbage (Generic),Cabbage (Generic),"Generic Cabbage entry aggregating common traits across cultivars. Best performers: Golden Acre, Copenhagen Market, Early Jersey.",🥬,Brassicaceae,Cabbage,Brassica,Start indoors if season is short; harden off; protect from late frost.,"Plant following local frost dates; ensure consistent moisture and fertility. Notable cultivars: Golden Acre, Copenhagen Market, Early Jersey.",56-84,Cut when heads are tight and heavy for size.,2-9,Common pests vary by crop; scout weekly; use IPM and sanitation.,Heads firm and dense; wrapper leaves intact.,Drain Water,"Fertile, well‑drained loam; organic matter 3–5%; pH 6.0–7.0 (crop‑specific tolerances apply).",,"[2, 3, 4, 5, 6, 7, 8, 9]","Cool,Cold,Wet",Produce_150_200_110
Incorporate compost at bed prep; side‑dress N for heavy feeders; keep steady moisture.,Broccoli (Generic),"{""3"": [27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50], ""4"": [25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""5"": [1, 2, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 45, 46, 47, 48, 49, 50, 51, 52], ""6"": [1, 2, 3, 4, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 47, 48, 49, 50, 51, 52], ""7"": [1, 2, 3, 4, 5, 6, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 49, 50, 51, 52], ""8"": [1, 2, 3, 4, 5, 6, 7, 8, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 51, 52]}","{""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44]}","100,160,80",Broccoli (Generic),Broccoli (Generic),"Generic Broccoli entry aggregating common traits across cultivars. Best performers: Calabrese, De Cicco.",🥬,Brassicaceae,Broccoli,Brassica,Start indoors if season is short; harden off; protect from late frost.,"Plant following local frost dates; ensure consistent moisture and fertility. Notable cultivars: Calabrese, De Cicco.",84-112,Cut central head when beads tight; before yellowing; side shoots follow.,3-8,Common pests vary by crop; scout weekly; use IPM and sanitation.,Florets tight and dark; no yellow petals showing.,Drain Water,"Fertile, well‑drained loam; organic matter 3–5%; pH 6.0–7.0 (crop‑specific tolerances apply).",,"[3, 4, 5, 6, 7, 8]","Cool,Cold,Wet",Produce_100_160_80
Incorporate compost at bed prep; side‑dress N for heavy feeders; keep steady moisture.,Brussels Sprouts (Generic),"{""3"": [27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50], ""4"": [25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""5"": [1, 2, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 45, 46, 47, 48, 49, 50, 51, 52], ""6"": [1, 2, 3, 4, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 47, 48, 49, 50, 51, 52], ""7"": [1, 2, 3, 4, 5, 6, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 49, 50, 51, 52], ""8"": [1, 2, 3, 4, 5, 6, 7, 8, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 51, 52]}","{""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44]}","100,160,80",Brussels Sprouts (Generic),Brussels Sprouts (Generic),"Generic Brussels Sprouts entry aggregating common traits across cultivars. Best performers: Jade Cross, Long Island Improved.",🥬,Brassicaceae,Brussels Sprouts,Brassica,Start indoors if season is short; harden off; protect from late frost.,"Plant following local frost dates; ensure consistent moisture and fertility. Notable cultivars: Jade Cross, Long Island Improved.",84-112,Pick firm sprouts bottom-up; top plants to size remaining.,3-8,Common pests vary by crop; scout weekly; use IPM and sanitation.,"Sprouts tight, 1–1.5""; firm to squeeze.",Drain Water,"Fertile, well‑drained loam; organic matter 3–5%; pH 6.0–7.0 (crop‑specific tolerances apply).",,"[3, 4, 5, 6, 7, 8]","Cool,Cold,Wet",Produce_100_160_80
Incorporate compost at bed prep; side‑dress N for heavy feeders; keep steady moisture.,Sweet Corn (Generic),"{""4"": [36, 37, 38, 39, 40, 41, 42, 43], ""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34]}","{""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14]}","250,220,70",Sweet Corn (Generic),Sweet Corn (Generic),"Generic Sweet Corn entry aggregating common traits across cultivars. Best performers: Silver Queen, Golden Bantam, Honey and Cream.",🌽,Poaceae,Sweet Corn,Zea,Start indoors if season is short; harden off; protect from late frost.,"Plant following local frost dates; ensure consistent moisture and fertility. Notable cultivars: Silver Queen, Golden Bantam, Honey and Cream.",112-140,"Milk stage: plump kernels, milky juice; silks brown.",4-9,Common pests vary by crop; scout weekly; use IPM and sanitation.,Milky kernel juice; rows filled to tip.,Drain Water,"Fertile, well‑drained loam; organic matter 3–5%; pH 6.0–7.0 (crop‑specific tolerances apply).",,"[4, 5, 6, 7, 8, 9]","Hot,Drought,Dry,Tropical",CornSilverqueen25022070
Incorporate compost at bed prep; side‑dress N for heavy feeders; keep steady moisture.,Eggplant (Generic),"{""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34], ""10"": [25, 26, 27, 28, 29, 30, 31, 32]}","{""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}","110,45,150",Eggplant (Generic),Eggplant (Generic),"Generic Eggplant entry aggregating common traits across cultivars. Best performers: Black Beauty, Dusky, Japanese Long.",🍆,Solanaceae,Eggplant,Solanum,Start indoors if season is short; harden off; protect from late frost.,"Plant following local frost dates; ensure consistent moisture and fertility. Notable cultivars: Black Beauty, Dusky, Japanese Long.",112-140,"Glossy, firm, seeds pale; cut with stem.",5-10,Common pests vary by crop; scout weekly; use IPM and sanitation.,"Glossy skin, slight spring-back; seeds pale.",Drain Water,"Fertile, well‑drained loam; organic matter 3–5%; pH 6.0–7.0 (crop‑specific tolerances apply).",,"[5, 6, 7, 8, 9, 10]","Hot,Drought,Dry,Tropical",Produce_110_45_150
Incorporate compost at bed prep; side‑dress N for heavy feeders; keep steady moisture.,Carrot (Generic),"{""3"": [1, 2, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""4"": [1, 2, 3, 4, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""5"": [1, 2, 3, 4, 5, 6, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""6"": [1, 2, 3, 4, 5, 6, 7, 8, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""7"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 45, 46, 47, 48, 49, 50, 51, 52], ""8"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 47, 48, 49, 50, 51, 52], ""9"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 49, 50, 51, 52]}","{""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44], ""9"": [4, 5, 6, 7, 8, 9, 41, 42, 43, 44, 45, 46]}","237,145,33",Carrot (Generic),Carrot (Generic),"Generic Carrot entry aggregating common traits across cultivars. Best performers: Nantes, Danvers, Imperator.",🥕,Apiaceae,Carrot,Daucus,Start indoors if season is short; harden off; protect from late frost.,"Plant following local frost dates; ensure consistent moisture and fertility. Notable cultivars: Nantes, Danvers, Imperator.",56-140,Pull at target diameter; loosen soil to avoid breakage.,3-9,Common pests vary by crop; scout weekly; use IPM and sanitation.,"Deep color, firm root; sweet aroma when scraped.",Drain Water,"Fertile, well‑drained loam; organic matter 3–5%; pH 6.0–7.0 (crop‑specific tolerances apply).",,"[3, 4, 5, 6, 7, 8, 9]","Cool,Cold,Wet",CarrotChantenay23714533
