CommonName,Family,Genus,Cultivar,Description,GrowingAdvice,WeatherTolerance,OptimalZones,GrowingDays,TransplantAge,USDAZoneList,BestHarvest,BestPlantingDates,GreenhouseInstructions,SoilInfo,Pests,Amendments,SoilConditions,Approved CommonName,Emoji,ColorRGB
Bloomsdale (Spinach),Amaranthaceae,Spinacia,Bloomsdale,Spinach crop.,Follow standard regional recommendations.,"Cool,Cold,Wet","2,3,4,5,6,7,8,9",28-112,,"[2, 3, 4, 5, 6, 7, 8, 9]","{""2"": [1, 2, 3, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""3"": [19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50], ""4"": [17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""5"": [1, 2, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""6"": [1, 2, 3, 4, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""7"": [1, 2, 3, 4, 5, 6, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""8"": [1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""9"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 45, 46, 47, 48, 49, 50, 51, 52]}","{""2"": [12, 13, 14, 15, 16, 17, 34, 35, 36, 37, 38, 39], ""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44], ""9"": [4, 5, 6, 7, 8, 9, 41, 42, 43, 44, 45, 46]}",Start indoors if season is short.,"Fertile, well‑drained loam; pH ~6.0–7.0.","Aphids, beetles; diseases vary by region.",Incorporate compost; side‑dress as needed.,Retain water,Bloomsdale (Spinach),🥬,"60,120,70"
Melody (Spinach),Amaranthaceae,Spinacia,Melody,Spinach crop.,Follow standard regional recommendations.,"Cool,Cold,Wet","2,3,4,5,6,7,8,9",28-112,,"[2, 3, 4, 5, 6, 7, 8, 9]","{""2"": [1, 2, 3, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""3"": [19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50], ""4"": [17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""5"": [1, 2, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""6"": [1, 2, 3, 4, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""7"": [1, 2, 3, 4, 5, 6, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""8"": [1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""9"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 45, 46, 47, 48, 49, 50, 51, 52]}","{""2"": [12, 13, 14, 15, 16, 17, 34, 35, 36, 37, 38, 39], ""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44], ""9"": [4, 5, 6, 7, 8, 9, 41, 42, 43, 44, 45, 46]}",Start indoors if season is short.,"Fertile, well‑drained loam; pH ~6.0–7.0.","Aphids, beetles; diseases vary by region.",Incorporate compost; side‑dress as needed.,Retain water,Melody (Spinach),🥬,"60,120,70"
Space (Spinach),Amaranthaceae,Spinacia,Space,Spinach crop.,Follow standard regional recommendations.,"Cool,Cold,Wet","2,3,4,5,6,7,8,9",28-112,,"[2, 3, 4, 5, 6, 7, 8, 9]","{""2"": [1, 2, 3, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""3"": [19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50], ""4"": [17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""5"": [1, 2, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""6"": [1, 2, 3, 4, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""7"": [1, 2, 3, 4, 5, 6, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""8"": [1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""9"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 45, 46, 47, 48, 49, 50, 51, 52]}","{""2"": [12, 13, 14, 15, 16, 17, 34, 35, 36, 37, 38, 39], ""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44], ""9"": [4, 5, 6, 7, 8, 9, 41, 42, 43, 44, 45, 46]}",Start indoors if season is short.,"Fertile, well‑drained loam; pH ~6.0–7.0.","Aphids, beetles; diseases vary by region.",Incorporate compost; side‑dress as needed.,Retain water,Space (Spinach),🥬,"60,120,70"
Tyee (Spinach),Amaranthaceae,Spinacia,Tyee,Spinach crop.,Follow standard regional recommendations.,"Cool,Cold,Wet","2,3,4,5,6,7,8,9",28-112,,"[2, 3, 4, 5, 6, 7, 8, 9]","{""2"": [1, 2, 3, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""3"": [19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50], ""4"": [17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""5"": [1, 2, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""6"": [1, 2, 3, 4, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""7"": [1, 2, 3, 4, 5, 6, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""8"": [1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""9"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 45, 46, 47, 48, 49, 50, 51, 52]}","{""2"": [12, 13, 14, 15, 16, 17, 34, 35, 36, 37, 38, 39], ""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44], ""9"": [4, 5, 6, 7, 8, 9, 41, 42, 43, 44, 45, 46]}",Start indoors if season is short.,"Fertile, well‑drained loam; pH ~6.0–7.0.","Aphids, beetles; diseases vary by region.",Incorporate compost; side‑dress as needed.,Retain water,Tyee (Spinach),🥬,"60,120,70"
Acorn (Squash/Pumpkin),Cucurbitaceae,Cucurbita,Acorn,Squash crop.,Follow standard regional recommendations.,"Hot,Drought,Dry,Tropical","4,5,6,7,8,9",112-140,,"[4, 5, 6, 7, 8, 9]","{""4"": [36, 37, 38, 39, 40, 41, 42, 43], ""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34]}","{""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14]}",Start indoors if season is short.,"Fertile, well‑drained loam; pH ~6.0–7.0.","Aphids, beetles; diseases vary by region.",Incorporate compost; side‑dress as needed.,Retain water,Acorn (Squash/Pumpkin),🎃,"247,118,30"
Butternut (Squash/Pumpkin),Cucurbitaceae,Cucurbita,Butternut,Squash crop.,Follow standard regional recommendations.,"Hot,Drought,Dry,Tropical","4,5,6,7,8,9",112-140,,"[4, 5, 6, 7, 8, 9]","{""4"": [36, 37, 38, 39, 40, 41, 42, 43], ""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34]}","{""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14]}",Start indoors if season is short.,"Fertile, well‑drained loam; pH ~6.0–7.0.","Aphids, beetles; diseases vary by region.",Incorporate compost; side‑dress as needed.,Retain water,Butternut (Squash/Pumpkin),🎃,"247,118,30"
Hubbard (Squash/Pumpkin),Cucurbitaceae,Cucurbita,Hubbard,Squash crop.,Follow standard regional recommendations.,"Hot,Drought,Dry,Tropical","4,5,6,7,8,9",112-140,,"[4, 5, 6, 7, 8, 9]","{""4"": [36, 37, 38, 39, 40, 41, 42, 43], ""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34]}","{""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14]}",Start indoors if season is short.,"Fertile, well‑drained loam; pH ~6.0–7.0.","Aphids, beetles; diseases vary by region.",Incorporate compost; side‑dress as needed.,Retain water,Hubbard (Squash/Pumpkin),🎃,"247,118,30"
Patty Pan (Squash/Pumpkin),Cucurbitaceae,Cucurbita,Patty Pan,Squash crop.,Follow standard regional recommendations.,"Hot,Drought,Dry,Tropical","4,5,6,7,8,9",112-140,,"[4, 5, 6, 7, 8, 9]","{""4"": [36, 37, 38, 39, 40, 41, 42, 43], ""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34]}","{""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14]}",Start indoors if season is short.,"Fertile, well‑drained loam; pH ~6.0–7.0.","Aphids, beetles; diseases vary by region.",Incorporate compost; side‑dress as needed.,Retain water,Patty Pan (Squash/Pumpkin),🎃,"247,118,30"
Yellow Crookneck (Squash/Pumpkin),Cucurbitaceae,Cucurbita,Yellow Crookneck,Squash crop.,Follow standard regional recommendations.,"Hot,Drought,Dry,Tropical","4,5,6,7,8,9",112-140,,"[4, 5, 6, 7, 8, 9]","{""4"": [36, 37, 38, 39, 40, 41, 42, 43], ""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34]}","{""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14]}",Start indoors if season is short.,"Fertile, well‑drained loam; pH ~6.0–7.0.","Aphids, beetles; diseases vary by region.",Incorporate compost; side‑dress as needed.,Retain water,Yellow Crookneck (Squash/Pumpkin),🎃,"250,220,50"
Zucchini (Squash/Pumpkin),Cucurbitaceae,Cucurbita,Zucchini,Squash crop.,Follow standard regional recommendations.,"Hot,Drought,Dry,Tropical","4,5,6,7,8,9",112-140,,"[4, 5, 6, 7, 8, 9]","{""4"": [36, 37, 38, 39, 40, 41, 42, 43], ""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34]}","{""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14]}",Start indoors if season is short.,"Fertile, well‑drained loam; pH ~6.0–7.0.","Aphids, beetles; diseases vary by region.",Incorporate compost; side‑dress as needed.,Retain water,Zucchini (Squash/Pumpkin),🎃,"247,118,30"
Golden Bantam (Corn),Poaceae,Zea,Golden Bantam,Sweet corn crop.,Follow standard regional recommendations.,"Hot,Drought,Dry,Tropical","4,5,6,7,8,9",112-140,,"[4, 5, 6, 7, 8, 9]","{""4"": [36, 37, 38, 39, 40, 41, 42, 43], ""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34]}","{""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14]}",Start indoors if season is short.,"Fertile, well‑drained loam; pH ~6.0–7.0.","Aphids, beetles; diseases vary by region.",Incorporate compost; side‑dress as needed.,Retain water,Golden Bantam (Corn),🌽,"240,200,80"
Honey and Cream (Corn),Poaceae,Zea,Honey and Cream,Sweet corn crop.,Follow standard regional recommendations.,"Hot,Drought,Dry,Tropical","4,5,6,7,8,9",112-140,,"[4, 5, 6, 7, 8, 9]","{""4"": [36, 37, 38, 39, 40, 41, 42, 43], ""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34]}","{""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14]}",Start indoors if season is short.,"Fertile, well‑drained loam; pH ~6.0–7.0.","Aphids, beetles; diseases vary by region.",Incorporate compost; side‑dress as needed.,Retain water,Honey and Cream (Corn),🌽,"250,220,70"
Silver Queen (Corn),Poaceae,Zea,Silver Queen,Sweet corn crop.,Follow standard regional recommendations.,"Hot,Drought,Dry,Tropical","4,5,6,7,8,9",112-140,,"[4, 5, 6, 7, 8, 9]","{""4"": [36, 37, 38, 39, 40, 41, 42, 43], ""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34]}","{""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14]}",Start indoors if season is short.,"Fertile, well‑drained loam; pH ~6.0–7.0.","Aphids, beetles; diseases vary by region.",Incorporate compost; side‑dress as needed.,Retain water,Silver Queen (Corn),🌽,"200,200,200"
Stowell's Evergreen (Corn),Poaceae,Zea,Stowell's Evergreen,Sweet corn crop.,Follow standard regional recommendations.,"Hot,Drought,Dry,Tropical","4,5,6,7,8,9",112-140,,"[4, 5, 6, 7, 8, 9]","{""4"": [36, 37, 38, 39, 40, 41, 42, 43], ""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34]}","{""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14]}",Start indoors if season is short.,"Fertile, well‑drained loam; pH ~6.0–7.0.","Aphids, beetles; diseases vary by region.",Incorporate compost; side‑dress as needed.,Retain water,Stowell's Evergreen (Corn),🌽,"80,160,80"
Beauregard (Sweet Potato),Convolvulaceae,Ipomoea,Beauregard,Sweet potato crop.,Follow standard regional recommendations.,"Hot,Drought,Dry,Tropical","5,6,7,8,9,10",112-140,,"[5, 6, 7, 8, 9, 10]","{""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34], ""10"": [25, 26, 27, 28, 29, 30, 31, 32]}","{""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}",Start indoors if season is short.,"Fertile, well‑drained loam; pH ~6.0–7.0.","Aphids, beetles; diseases vary by region.",Incorporate compost; side‑dress as needed.,Retain water,Beauregard (Sweet Potato),🥔,"181,136,80"
Centennial (Sweet Potato),Convolvulaceae,Ipomoea,Centennial,Sweet potato crop.,Follow standard regional recommendations.,"Hot,Drought,Dry,Tropical","5,6,7,8,9,10",112-140,,"[5, 6, 7, 8, 9, 10]","{""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34], ""10"": [25, 26, 27, 28, 29, 30, 31, 32]}","{""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}",Start indoors if season is short.,"Fertile, well‑drained loam; pH ~6.0–7.0.","Aphids, beetles; diseases vary by region.",Incorporate compost; side‑dress as needed.,Retain water,Centennial (Sweet Potato),🥔,"181,136,80"
Georgia Jet (Sweet Potato),Convolvulaceae,Ipomoea,Georgia Jet,Sweet potato crop.,Follow standard regional recommendations.,"Hot,Drought,Dry,Tropical","5,6,7,8,9,10",112-140,,"[5, 6, 7, 8, 9, 10]","{""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34], ""10"": [25, 26, 27, 28, 29, 30, 31, 32]}","{""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}",Start indoors if season is short.,"Fertile, well‑drained loam; pH ~6.0–7.0.","Aphids, beetles; diseases vary by region.",Incorporate compost; side‑dress as needed.,Retain water,Georgia Jet (Sweet Potato),🥔,"181,136,80"
Bright Lights (Beet/Chard),Amaranthaceae,Beta,Bright Lights,Swiss chard crop.,Follow standard regional recommendations.,"Cool,Cold,Wet","3,4,5,6,7,8,9",56-140,,"[3, 4, 5, 6, 7, 8, 9]","{""3"": [1, 2, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""4"": [1, 2, 3, 4, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""5"": [1, 2, 3, 4, 5, 6, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""6"": [1, 2, 3, 4, 5, 6, 7, 8, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""7"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 45, 46, 47, 48, 49, 50, 51, 52], ""8"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 47, 48, 49, 50, 51, 52], ""9"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 49, 50, 51, 52]}","{""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44], ""9"": [4, 5, 6, 7, 8, 9, 41, 42, 43, 44, 45, 46]}",Start indoors if season is short.,"Fertile, well‑drained loam; pH ~6.0–7.0.","Aphids, beetles; diseases vary by region.",Incorporate compost; side‑dress as needed.,Retain water,Bright Lights (Beet/Chard),🥬,"140,200,120"
